Summary Country RD&D Budgets
COUNTRY,PRODUCT,FLOW,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Slovak Republic,Total RD&D in Million USD (2019 prices and PPP),Group 1: Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.220,0.453,0.406,..,..,..,2.044,2.699,2.968,1.265,1.218,2.968,9.129,1.154,1.950,2.218,5.315,4.907
Slovak Republic,Total RD&D in Million USD (2019 prices and PPP),Group 2: Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.535,2.877,3.574,2.402,0.582,0.287,0.105,0.018,0.000,0.028,0.048,0.000
Slovak Republic,Total RD&D in Million USD (2019 prices and PPP),Group 3: Renewable energy sources,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.012,0.010,..,..,..,7.794,9.549,11.081,29.725,27.135,28.519,26.251,2.440,20.877,0.695,1.848,1.428
Slovak Republic,Total RD&D in Million USD (2019 prices and PPP),Group 4: Nuclear,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.145,0.131,0.109,..,..,..,11.778,12.061,12.149,10.418,12.515,7.450,4.600,0.640,1.974,0.366,0.667,0.784
Slovak Republic,Total RD&D in Million USD (2019 prices and PPP),Group 5: Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.626,2.808,2.939,0.000,0.000,0.166,0.000,0.036,0.113,0.018,0.162,0.030
Slovak Republic,Total RD&D in Million USD (2019 prices and PPP),Group 6: Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.016,0.012,..,..,..,..,0.448,0.519,0.586,9.156,9.085,4.923,0.050,0.899,1.945,0.853,0.572,0.749
Slovak Republic,Total RD&D in Million USD (2019 prices and PPP),Group 7: Other cross-cutting techs/research,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.065,0.020,0.016,..,..,..,7.895,8.115,8.220,0.182,0.125,7.818,2.297,0.962,11.879,0.087,0.018,0.267
Slovak Republic,Total RD&D in Million USD (2019 prices and PPP),Group 8: Unallocated,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Slovak Republic,Total RD&D in Million USD (2019 prices and PPP),Total budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.119,38.624,41.517,53.152,50.659,52.133,42.430,6.150,38.741,4.265,8.630,8.164
Slovak Republic,Total RD&D in Million USD (2019 prices and PPP),Memo: Low-carbon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.446,0.628,0.541,..,..,..,33.011,36.181,38.371,50.746,50.078,51.844,42.327,6.131,38.738,4.237,8.582,8.165
Slovak Republic,Total RD&D in Million USD (2019 prices and PPP),Memo: Non-low-carbon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.109,2.447,3.146,2.402,0.582,0.287,0.105,0.018,0.000,0.028,0.048,0.000
Spain,Total RD&D in Million USD (2019 prices and exch. rates),Group 1: Energy efficiency,2.803,6.783,11.359,8.639,8.084,10.335,7.366,11.277,27.809,34.467,108.589,18.178,9.289,7.142,7.281,2.954,5.563,64.620,18.897,7.253,11.817,9.171,5.605,5.534,10.390,4.886,6.389,3.543,2.859,5.677,3.215,4.021,6.679,9.371,11.321,19.520,30.111,57.512,38.395,8.492,20.125,11.423,11.576,14.544,14.265,..
Spain,Total RD&D in Million USD (2019 prices and exch. rates),Group 2: Fossil fuels,27.611,25.523,23.737,4.514,12.717,25.078,40.948,32.367,55.268,96.837,82.626,19.539,4.209,13.312,7.867,3.183,4.354,5.338,3.636,2.380,6.492,7.250,6.334,5.937,4.003,7.923,4.910,6.552,3.653,4.075,7.067,6.127,3.383,4.663,5.971,7.632,0.000,0.000,7.648,2.041,4.951,12.045,1.395,0.000,1.096,..
Spain,Total RD&D in Million USD (2019 prices and exch. rates),Group 3: Renewable energy sources,1.402,3.822,10.043,16.546,11.134,26.148,65.458,48.517,48.373,58.666,103.946,34.084,29.449,19.620,21.108,22.414,29.962,25.031,34.222,30.798,22.561,21.844,21.851,21.811,27.149,23.265,25.296,23.637,23.278,28.628,29.314,31.906,34.798,36.037,43.227,89.230,98.242,167.853,90.559,44.437,65.676,62.111,49.278,30.268,72.669,..
Spain,Total RD&D in Million USD (2019 prices and exch. rates),Group 4: Nuclear,105.943,100.114,95.522,87.236,119.802,118.700,98.208,109.335,50.505,51.796,58.454,31.914,18.219,23.075,41.759,55.852,36.828,45.213,48.641,45.020,52.997,50.065,50.099,49.438,34.058,32.596,37.900,37.092,35.290,34.994,17.563,20.408,22.280,28.973,28.511,31.498,0.000,1.172,29.755,25.754,2.284,3.010,11.191,0.240,1.034,..
Spain,Total RD&D in Million USD (2019 prices and exch. rates),Group 5: Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.000,0.000,2.776,4.624,7.557,5.139,12.805,9.134,7.828,1.247,4.943,6.984,2.712,1.720,5.029,..
Spain,Total RD&D in Million USD (2019 prices and exch. rates),Group 6: Other power and storage technologies,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.990,3.195,58.739,62.144,13.209,26.924,25.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.479,0.485,0.516,0.553,1.840,2.424,1.323,0.000,0.692,0.000,0.000,0.000,5.462,5.725,11.328,16.395,71.194,14.693,0.000,13.913,29.515,22.400,2.299,20.076,..
Spain,Total RD&D in Million USD (2019 prices and exch. rates),Group 7: Other cross-cutting techs/research,25.275,24.169,25.260,16.490,14.085,7.769,8.060,5.901,5.544,37.290,33.000,19.008,0.000,0.000,32.232,23.633,0.000,31.979,31.338,29.459,28.170,20.230,19.782,20.224,3.012,11.008,0.882,3.096,1.518,3.600,2.106,1.968,3.641,0.329,0.354,0.000,13.786,16.102,2.190,2.825,0.414,0.000,2.309,38.232,1.315,..
Spain,Total RD&D in Million USD (2019 prices and exch. rates),Group 8: Unallocated,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.740,0.000,0.000,..
Spain,Total RD&D in Million USD (2019 prices and exch. rates),Total budget,163.049,160.411,165.920,133.427,165.829,188.030,220.041,209.377,190.693,337.800,448.761,135.931,88.094,88.264,110.247,108.036,76.707,172.185,136.733,114.913,122.037,109.039,104.156,103.461,79.165,81.518,77.801,75.243,66.598,77.667,59.264,64.429,73.558,89.459,102.665,164.345,171.339,322.966,191.067,84.798,112.307,125.087,101.602,87.301,115.484,..
Spain,Total RD&D in Million USD (2019 prices and exch. rates),Memo: Low-carbon,135.423,134.888,142.184,128.911,153.105,162.952,179.092,177.020,135.426,240.958,366.133,116.393,83.881,74.950,102.380,104.853,72.353,166.843,133.098,112.530,115.545,101.789,97.822,97.523,75.162,73.595,72.891,68.691,62.945,73.591,52.198,58.303,70.174,86.243,99.406,161.962,171.339,322.967,186.011,82.755,109.755,120.760,100.206,87.303,114.512,..
Spain,Total RD&D in Million USD (2019 prices and exch. rates),Memo: Non-low-carbon,27.611,25.523,23.737,4.514,12.717,25.078,40.948,32.367,55.268,96.837,82.626,19.539,4.209,13.312,7.867,3.183,4.354,5.338,3.636,2.380,6.492,7.250,6.334,5.937,4.003,7.923,4.910,6.552,3.653,4.075,7.067,6.127,3.383,3.216,3.260,2.385,0.000,0.000,5.057,2.041,2.551,4.328,1.395,0.000,0.972,..
Spain,Total RD&D in Million USD (2019 prices and PPP),Group 1: Energy efficiency,3.992,9.660,16.179,12.305,11.514,14.719,10.491,16.061,39.606,49.089,154.657,25.890,13.230,10.172,10.370,4.207,7.923,92.035,26.914,10.330,16.831,13.062,7.982,7.882,14.797,6.959,9.099,5.046,4.072,8.086,4.579,5.727,9.512,13.346,16.124,27.801,42.885,81.911,54.684,12.094,28.663,16.270,16.486,20.715,20.317,..
Spain,Total RD&D in Million USD (2019 prices and PPP),Group 2: Fossil fuels,39.325,36.351,33.807,6.429,18.112,35.718,58.321,46.099,78.715,137.919,117.679,27.828,5.995,18.960,11.204,4.533,6.201,7.603,5.179,3.389,9.246,10.325,9.021,8.456,5.702,11.284,6.994,9.332,5.203,5.804,10.065,8.726,4.818,6.641,8.504,10.869,0.000,0.000,10.893,2.907,7.051,17.155,1.987,0.000,1.561,..
Spain,Total RD&D in Million USD (2019 prices and PPP),Group 3: Renewable energy sources,1.997,5.443,14.303,23.566,15.858,37.241,93.228,69.100,68.895,83.555,148.045,48.544,41.943,27.944,30.062,31.923,42.673,35.651,48.740,43.864,32.132,31.112,31.121,31.064,38.667,33.136,36.027,33.665,33.153,40.774,41.750,45.442,49.561,51.325,61.566,127.085,139.920,239.064,128.978,63.289,93.539,88.461,70.183,43.108,103.498,..
Spain,Total RD&D in Million USD (2019 prices and PPP),Group 4: Nuclear,150.888,142.587,136.046,124.246,170.627,169.057,139.872,155.719,71.931,73.770,83.252,45.453,25.949,32.864,59.475,79.547,52.451,64.394,69.276,64.120,75.480,71.305,71.352,70.411,48.507,46.424,53.979,52.828,50.262,49.841,25.014,29.065,31.732,41.265,40.606,44.861,0.000,1.670,42.378,36.679,3.254,4.287,15.939,0.341,1.472,..
Spain,Total RD&D in Million USD (2019 prices and PPP),Group 5: Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.000,0.000,3.954,6.585,10.762,7.319,18.238,13.010,11.148,1.777,7.040,9.947,3.863,2.450,7.163,..
Spain,Total RD&D in Million USD (2019 prices and PPP),Group 6: Other power and storage technologies,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.834,4.550,83.659,88.509,18.813,38.346,35.767,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.683,0.691,0.735,0.788,2.620,3.453,1.884,0.000,0.986,0.000,0.000,0.000,7.780,8.153,16.134,23.351,101.397,20.927,0.000,19.815,42.037,31.903,3.274,28.593,..
Spain,Total RD&D in Million USD (2019 prices and PPP),Group 7: Other cross-cutting techs/research,35.998,34.423,35.976,23.486,20.061,11.065,11.480,8.405,7.896,53.110,47.000,27.072,0.000,0.000,45.906,33.659,0.000,45.545,44.633,41.957,40.121,28.812,28.174,28.804,4.290,15.678,1.257,4.410,2.163,5.128,3.000,2.802,5.185,0.469,0.504,0.000,19.635,22.933,3.120,4.024,0.590,0.000,3.289,54.451,1.872,..
Spain,Total RD&D in Million USD (2019 prices and PPP),Group 8: Unallocated,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.054,0.000,0.000,..
Spain,Total RD&D in Million USD (2019 prices and PPP),Total budget,232.222,228.464,236.311,190.032,236.180,267.801,313.392,298.204,271.593,481.108,639.145,193.598,125.467,125.710,157.019,153.869,109.249,245.233,194.742,163.663,173.810,155.298,148.343,147.354,112.750,116.102,110.807,107.164,94.852,110.617,84.407,91.762,104.764,127.411,146.220,234.067,244.029,459.982,272.126,120.774,159.952,178.155,144.707,124.338,164.477,..
Spain,Total RD&D in Million USD (2019 prices and PPP),Memo: Low-carbon,192.875,192.113,202.504,183.603,218.060,232.082,255.071,252.119,192.878,343.183,521.463,165.772,119.468,106.747,145.813,149.336,103.047,237.625,189.563,160.271,164.564,144.974,139.320,138.896,107.049,104.817,103.815,97.833,89.650,104.815,74.343,83.036,99.944,122.831,141.576,230.674,244.029,459.985,264.926,117.863,156.319,171.992,142.717,124.339,163.092,..
Spain,Total RD&D in Million USD (2019 prices and PPP),Memo: Non-low-carbon,39.325,36.351,33.807,6.429,18.112,35.718,58.321,46.099,78.715,137.919,117.679,27.828,5.995,18.960,11.204,4.533,6.201,7.603,5.179,3.389,9.246,10.325,9.021,8.456,5.702,11.284,6.994,9.332,5.203,5.804,10.065,8.726,4.818,4.580,4.643,3.395,0.000,0.000,7.202,2.907,3.633,6.165,1.987,0.000,1.384,..
Sweden,Total RD&D in Million USD (2019 prices and exch. rates),Group 1: Energy efficiency,4.755,48.502,41.891,54.320,52.337,59.915,65.808,75.476,85.372,81.881,65.477,53.602,48.311,38.439,32.631,37.834,35.658,33.072,37.280,30.063,28.413,25.706,29.921,22.243,18.657,27.928,34.378,44.376,55.429,57.092,39.310,24.462,34.811,45.849,43.558,76.091,61.474,58.808,68.063,71.978,70.316,49.787,75.253,83.002,108.557,78.525
Sweden,Total RD&D in Million USD (2019 prices and exch. rates),Group 2: Fossil fuels,1.873,6.929,3.374,3.570,4.648,13.463,18.929,84.981,26.591,28.028,26.906,37.808,16.202,6.383,7.933,8.661,8.594,4.168,3.327,1.030,0.874,0.608,0.278,0.139,0.063,0.060,0.226,0.183,0.129,0.163,0.111,0.114,0.149,0.089,0.076,0.150,0.000,1.038,1.486,1.642,1.696,0.655,0.607,0.000,0.604,1.731
Sweden,Total RD&D in Million USD (2019 prices and exch. rates),Group 3: Renewable energy sources,0.000,10.708,7.591,23.462,44.807,87.786,74.675,95.941,91.889,67.673,63.787,43.558,30.249,22.423,25.048,25.311,21.161,14.049,34.140,17.158,20.739,15.988,10.185,10.485,16.968,16.565,32.036,34.475,32.353,26.525,43.698,17.334,41.137,35.387,38.088,61.361,83.935,63.252,44.755,60.164,69.245,43.275,49.873,29.790,43.196,41.409
Sweden,Total RD&D in Million USD (2019 prices and exch. rates),Group 4: Nuclear,38.904,47.872,46.671,37.234,36.348,34.710,32.230,34.227,24.299,23.441,23.969,21.805,20.289,22.329,19.986,20.228,18.655,18.886,19.167,19.549,19.719,8.938,7.901,6.919,6.966,6.743,6.684,6.439,6.996,6.919,6.936,6.886,6.773,5.579,7.536,9.384,8.010,4.017,3.613,2.900,3.014,0.634,1.256,0.000,1.809,0.952
Sweden,Total RD&D in Million USD (2019 prices and exch. rates),Group 5: Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.303,3.018,2.601,2.306,3.519,3.190,2.518,2.332,3.480,3.367,3.579,1.488,1.064,0.000,1.956,0.855
Sweden,Total RD&D in Million USD (2019 prices and exch. rates),Group 6: Other power and storage technologies,1.009,2.834,3.374,3.570,4.090,2.280,1.118,1.383,1.572,1.400,1.302,2.732,2.766,3.063,2.937,2.440,2.209,3.311,2.496,4.701,11.495,5.381,1.358,13.207,9.368,19.376,9.925,11.989,12.539,15.107,14.955,8.460,7.843,7.400,8.059,11.702,11.947,12.394,14.028,17.003,15.154,19.264,15.350,16.140,17.642,13.007
Sweden,Total RD&D in Million USD (2019 prices and exch. rates),Group 7: Other cross-cutting techs/research,1.441,6.614,6.185,17.597,29.747,29.377,25.444,17.982,19.386,19.837,14.464,20.556,21.684,20.763,28.270,24.477,23.425,23.775,24.820,19.367,15.574,14.023,14.104,18.024,14.365,17.537,11.999,12.211,13.355,15.397,19.948,13.681,15.320,14.056,19.548,17.446,17.611,15.068,13.436,13.336,19.381,20.795,33.812,21.920,20.629,35.705
Sweden,Total RD&D in Million USD (2019 prices and exch. rates),Group 8: Unallocated,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,56.483,16.994,35.094,0.000,21.151
Sweden,Total RD&D in Million USD (2019 prices and exch. rates),Total budget,47.981,123.459,109.085,139.753,171.977,227.531,218.205,309.990,249.109,222.261,195.905,180.062,139.500,113.400,116.805,118.950,109.702,97.260,121.229,91.868,96.815,70.644,63.746,71.018,66.386,88.210,95.247,109.672,120.800,121.203,128.260,73.955,108.634,110.665,120.384,179.324,185.495,156.910,148.861,170.390,182.384,192.380,194.209,185.946,194.393,193.333
Sweden,Total RD&D in Million USD (2019 prices and exch. rates),Memo: Low-carbon,46.109,116.530,105.712,136.183,167.329,214.068,199.275,225.009,222.518,194.232,168.999,142.253,123.299,107.017,108.872,110.290,101.108,93.093,117.903,90.838,95.940,70.036,63.469,70.878,66.324,88.149,95.022,109.490,120.672,121.040,128.150,73.841,108.485,110.577,120.308,179.174,185.495,156.689,148.825,170.354,182.243,192.129,193.721,185.946,193.832,193.335
Sweden,Total RD&D in Million USD (2019 prices and exch. rates),Memo: Non-low-carbon,1.873,6.929,3.374,3.570,4.648,13.463,18.929,84.981,26.591,28.028,26.906,37.808,16.202,6.383,7.933,8.661,8.594,4.168,3.327,1.030,0.874,0.608,0.278,0.139,0.063,0.060,0.226,0.183,0.129,0.163,0.111,0.114,0.149,0.089,0.076,0.150,0.000,0.220,0.036,0.036,0.142,0.252,0.488,0.000,0.561,0.000
Sweden,Total RD&D in Million USD (2019 prices and PPP),Group 1: Energy efficiency,5.141,52.439,45.292,58.730,56.585,64.779,71.151,81.603,92.303,88.528,70.792,57.954,52.233,41.560,35.280,40.905,38.552,35.756,40.307,32.504,30.720,27.793,32.350,24.049,20.171,30.195,37.169,47.978,59.929,61.727,42.501,26.448,37.637,49.571,47.094,82.268,66.464,63.582,73.588,77.822,76.025,53.828,81.362,89.740,117.370,84.899
Sweden,Total RD&D in Million USD (2019 prices and PPP),Group 2: Fossil fuels,2.025,7.491,3.648,3.860,5.025,14.555,20.466,91.880,28.749,30.304,29.090,40.877,17.517,6.901,8.577,9.364,9.292,4.507,3.598,1.113,0.945,0.658,0.300,0.151,0.068,0.065,0.244,0.198,0.140,0.176,0.120,0.123,0.161,0.096,0.083,0.162,0.000,1.122,1.607,1.775,1.833,0.708,0.657,0.000,0.653,1.871
Sweden,Total RD&D in Million USD (2019 prices and PPP),Group 3: Renewable energy sources,0.000,11.578,8.207,25.367,48.444,94.913,80.737,103.729,99.349,73.167,68.965,47.094,32.705,24.243,27.082,27.366,22.879,15.189,36.911,18.551,22.423,17.286,11.011,11.336,18.346,17.910,34.637,37.273,34.979,28.678,47.245,18.742,44.477,38.260,41.180,66.343,90.749,68.387,48.388,65.048,74.866,46.788,53.922,32.209,46.702,44.771
Sweden,Total RD&D in Million USD (2019 prices and PPP),Group 4: Nuclear,42.062,51.758,50.459,40.256,39.298,37.528,34.846,37.005,26.271,25.344,25.914,23.575,21.936,24.142,21.609,21.870,20.169,20.419,20.723,21.137,21.320,9.663,8.542,7.481,7.531,7.290,7.226,6.962,7.563,7.481,7.499,7.445,7.322,6.032,8.148,10.145,8.660,4.343,3.906,3.135,3.259,0.685,1.358,0.000,1.956,1.029
Sweden,Total RD&D in Million USD (2019 prices and PPP),Group 5: Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.571,3.263,2.812,2.493,3.805,3.449,2.722,2.522,3.762,3.640,3.870,1.609,1.150,0.000,2.115,0.924
Sweden,Total RD&D in Million USD (2019 prices and PPP),Group 6: Other power and storage technologies,1.091,3.065,3.648,3.860,4.422,2.465,1.209,1.496,1.700,1.514,1.408,2.954,2.990,3.312,3.175,2.638,2.388,3.579,2.698,5.082,12.428,5.818,1.468,14.279,10.128,20.949,10.730,12.962,13.557,16.333,16.169,9.146,8.479,8.001,8.713,12.651,12.917,13.400,15.167,18.383,16.384,20.828,16.596,17.450,19.074,14.063
Sweden,Total RD&D in Million USD (2019 prices and PPP),Group 7: Other cross-cutting techs/research,1.558,7.151,6.687,19.025,32.162,31.762,27.510,19.442,20.960,21.448,15.638,22.225,23.444,22.448,30.565,26.464,25.327,25.705,26.835,20.939,16.839,15.161,15.249,19.488,15.531,18.961,12.973,13.202,14.439,16.647,21.567,14.792,16.563,15.197,21.134,18.863,19.041,16.291,14.527,14.419,20.954,22.483,36.556,23.700,22.304,38.603
Sweden,Total RD&D in Million USD (2019 prices and PPP),Group 8: Unallocated,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.068,18.373,37.943,0.000,22.868
Sweden,Total RD&D in Million USD (2019 prices and PPP),Total budget,51.877,133.482,117.941,151.098,185.938,246.002,235.919,335.155,269.332,240.304,211.808,194.679,150.824,122.606,126.287,128.607,118.608,105.155,131.071,99.326,104.674,76.379,68.921,76.784,71.776,95.371,102.980,118.575,130.607,131.042,138.672,79.959,117.452,119.649,130.157,193.881,200.553,169.648,160.946,184.222,197.190,207.997,209.975,201.041,210.174,209.028
Sweden,Total RD&D in Million USD (2019 prices and PPP),Memo: Low-carbon,49.852,125.991,114.293,147.238,180.911,231.447,215.453,243.275,240.583,210.001,182.717,153.802,133.308,115.705,117.711,119.243,109.315,100.648,127.474,98.213,103.730,75.721,68.620,76.633,71.707,95.305,102.735,118.377,130.467,130.866,138.552,79.836,117.290,119.554,130.074,193.719,200.553,169.410,160.906,184.183,197.038,207.725,209.446,201.042,209.568,209.028
Sweden,Total RD&D in Million USD (2019 prices and PPP),Memo: Non-low-carbon,2.025,7.491,3.648,3.860,5.025,14.555,20.466,91.880,28.749,30.304,29.090,40.877,17.517,6.901,8.577,9.364,9.292,4.507,3.598,1.113,0.945,0.658,0.300,0.151,0.068,0.065,0.244,0.198,0.140,0.176,0.120,0.123,0.161,0.096,0.083,0.162,0.000,0.237,0.039,0.039,0.153,0.272,0.528,0.000,0.606,0.000
Switzerland,Total RD&D in Million USD (2019 prices and exch. rates),Group 1: Energy efficiency,0.000,0.000,0.000,0.000,13.797,16.531,20.215,20.170,17.405,17.002,23.696,25.218,28.289,29.184,24.226,29.519,30.348,34.198,38.568,41.084,46.987,44.850,42.035,33.333,31.754,35.336,27.241,28.260,25.994,27.164,24.194,24.493,25.229,25.518,30.001,34.270,37.877,48.450,57.459,66.116,72.156,93.932,100.887,99.022,90.121,89.849
Switzerland,Total RD&D in Million USD (2019 prices and exch. rates),Group 2: Fossil fuels,0.000,0.000,0.000,0.000,1.372,1.753,1.903,1.766,2.848,2.318,1.967,4.373,3.677,4.979,8.075,12.874,16.169,19.693,20.093,20.091,19.420,18.605,14.048,15.445,13.399,12.826,11.661,11.948,16.576,15.711,13.324,11.769,13.592,17.840,13.660,15.206,10.815,9.518,10.388,9.964,14.997,12.868,9.740,12.052,9.707,9.678
Switzerland,Total RD&D in Million USD (2019 prices and exch. rates),Group 3: Renewable energy sources,1.720,2.811,4.102,10.526,16.654,25.369,25.422,27.165,22.785,26.738,24.591,21.283,19.944,23.652,31.359,38.881,47.264,50.707,60.624,63.432,60.156,58.914,56.305,59.667,58.082,59.940,43.274,41.982,45.213,47.478,38.916,35.894,33.667,33.992,45.356,54.147,50.262,63.944,65.073,62.102,86.407,86.546,109.889,117.043,123.300,122.928
Switzerland,Total RD&D in Million USD (2019 prices and exch. rates),Group 4: Nuclear,8.172,9.237,8.984,37.622,79.624,99.151,107.343,103.124,97.469,100.155,89.270,95.189,94.767,91.840,89.232,87.906,91.542,82.901,77.945,76.637,70.870,66.778,67.035,68.111,59.008,51.114,57.692,55.301,58.138,57.884,51.556,50.773,52.693,52.892,56.144,53.884,50.330,49.180,51.476,47.233,43.236,58.493,57.053,55.799,54.476,54.312
Switzerland,Total RD&D in Million USD (2019 prices and exch. rates),Group 5: Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.153,9.999,15.408,14.192,16.790,16.829,16.154,25.207,24.796,27.496,30.447,27.318,29.295,29.394,24.995,24.920
Switzerland,Total RD&D in Million USD (2019 prices and exch. rates),Group 6: Other power and storage technologies,1.291,2.811,1.953,3.509,4.643,6.383,5.045,7.198,7.121,9.274,8.047,11.078,18.670,17.704,25.303,29.779,33.955,33.137,40.185,33.860,29.575,29.900,31.858,25.111,27.648,27.033,29.274,33.840,32.259,29.610,22.090,21.008,18.012,16.719,22.664,23.437,14.270,15.407,15.930,13.588,40.156,38.176,55.656,58.881,56.448,56.278
Switzerland,Total RD&D in Million USD (2019 prices and exch. rates),Group 7: Other cross-cutting techs/research,4.516,3.615,7.617,8.967,10.545,15.369,14.938,6.570,9.335,9.891,13.860,16.327,16.690,18.949,13.997,16.125,13.557,14.033,17.321,16.930,19.420,19.158,17.367,17.222,13.182,13.626,13.315,15.857,16.600,19.574,12.110,11.713,14.884,15.875,14.820,14.269,15.733,19.112,16.861,20.331,15.005,26.435,35.184,36.439,34.309,34.205
Switzerland,Total RD&D in Million USD (2019 prices and exch. rates),Group 8: Unallocated,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.640,0.000,0.000,0.000,2.381,2.374
Switzerland,Total RD&D in Million USD (2019 prices and exch. rates),Total budget,15.699,18.474,22.656,60.624,126.636,164.557,174.865,165.993,156.962,165.378,161.431,173.470,182.037,186.307,192.194,215.085,232.836,234.670,254.734,252.031,246.429,238.206,228.651,218.778,203.072,199.873,182.458,187.187,194.779,197.423,172.344,165.648,173.486,177.031,199.436,212.041,195.442,230.819,241.983,246.827,304.043,343.768,397.703,408.632,395.727,394.533
Switzerland,Total RD&D in Million USD (2019 prices and exch. rates),Memo: Low-carbon,15.699,18.474,22.656,60.624,125.263,162.803,172.963,164.227,154.115,163.060,159.464,169.095,178.360,181.329,184.117,202.210,216.666,214.976,234.643,231.943,227.008,219.600,214.600,203.444,189.674,187.049,170.796,175.240,178.204,181.710,159.019,153.880,160.750,160.286,187.934,200.332,186.439,222.861,232.952,240.150,294.051,336.780,392.775,400.860,391.428,390.248
Switzerland,Total RD&D in Million USD (2019 prices and exch. rates),Memo: Non-low-carbon,0.000,0.000,0.000,0.000,1.372,1.753,1.903,1.766,2.848,2.318,1.967,4.373,3.677,4.979,8.075,12.874,16.169,19.693,20.093,20.091,19.420,18.605,14.048,15.445,13.399,12.826,11.661,11.948,16.576,15.711,13.324,11.769,12.735,16.742,11.501,11.710,9.002,7.957,9.031,6.680,9.993,6.988,4.929,7.770,4.309,4.296
